annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien,categorie_prix,categorie_surface,annee_publication,mois_publication,trimestre_publication
ANO000292,2023-04-26,Appartement à vente - Marrakech,marrakech,Targa,appartement,vente,1707627.98,84.17,2.0,2.0,0.0,2024.0,20287.845788285613,2.0,Haut Standing,Moyen,2023,4,2
ANO000112,2023-02-13,Appartement 109m² Tanger,tanger,Inconnu,appartement,location,1874.96,109.38,3.0,2.0,0.0,2008.0,17.14170780764308,18.0,Economique,Moyen,2023,2,1
ANO001340,2024-04-21,Appartement moderne Meknès,meknès,Ville Nouvelle,appartement,vente,633540.16,72.06,2.0,1.0,1.0,2009.0,8791.842353594227,17.0,Moyen,Petit,2024,4,2
ANO000671,2024-12-12,Terrain 208m² Gueliz,marrakech,Gueliz,terrain,vente,317732.04,208.47,0.0,0.0,0.0,2008.0,1524.1139732335587,18.0,Economique,Grand,2024,12,4
ANO000473,2023-11-21,Bureau à vente - Casablanca,casablanca,Non spécifié,bureau,vente,1222805.25,130.74,0.0,0.0,4.0,2008.0,9352.954336851766,18.0,Moyen,Moyen,2023,11,4
ANO001434,2023-12-30,Beau Bureau Tétouan,tétouan,Centre,bureau,location,3531.96,103.06,0.0,0.0,3.0,1999.0,34.270910149427515,27.0,Economique,Moyen,2023,12,4
ANO000647,2024-09-25,Appartement 87m² Fès,fès,Inconnu,appartement,vente,680294.36,87.45,2.0,2.0,0.0,2008.0,7779.237964551172,18.0,Moyen,Moyen,2024,9,3
ANO001468,2023-06-25,Appartement 63m² Hay Essalam,kenitra,Hay Essalam,appartement,vente,2428771.95,63.02,2.0,1.0,0.0,2012.0,38539.70088860679,14.0,Haut Standing,Petit,2023,6,2
ANO000458,2023-12-08,Appartement 50m² Hivernage,marrakech,Hivernage,appartement,inconnu,755405.02,50.7,2.0,1.0,2.0,1997.0,14899.507297830374,29.0,Moyen,Petit,2023,12,4
ANO000341,2024-03-26,Appartement moderne Casablanca,casablanca,Maarif,appartement,vente,612740.26,70.66,4.0,2.0,2.0,1999.0,8671.6708180017,27.0,Moyen,Petit,2024,3,1
ANO001252,2024-10-14,Appartement moderne Meknès,meknès,Hamria,appartement,vente,496213.05,67.69,2.0,2.0,1.0,2008.0,7330.669966021569,18.0,Economique,Petit,2024,10,4
ANO000181,2024-08-09,Appartement 56m² Hay Qods,oujda,Hay Qods,appartement,location,320000.0,56.76,18.0,10.0,6.0,2014.0,5637.7730796335445,12.0,Economique,Petit,2024,8,3
ANO000739,2024-09-23,Villa à vente - Rabat,rabat,Hay Riad,villa,vente,5294936.78,271.27,4.0,2.0,1.0,2008.0,19519.065064327056,18.0,Luxe,Grand,2024,9,3
ANO000237,2023-11-28,Appartement à location - Tétouan,tétouan,Inconnu,appartement,location,4668.91,127.41,2.0,1.0,9.0,2008.0,36.64476885644769,18.0,Economique,Moyen,2023,11,4
ANO000160,2023-03-31,Appartement 161m² Meknès,meknès,Inconnu,appartement,vente,587350.02,161.97,3.0,2.0,0.0,2008.0,3626.2889423967404,18.0,Moyen,Grand,2023,3,1
ANO000032,2023-08-15,Beau Villa Meknès,meknès,Ville Nouvelle,villa,vente,2036168.93,218.63,4.0,3.0,0.0,1998.0,9313.309838539999,28.0,Haut Standing,Grand,2023,8,3
ANO000415,2024-04-29,Beau Appartement Fès,fès,Zouagha,inconnu,location,7069.31,59.63,3.0,1.0,8.0,2008.0,118.55290960925709,18.0,Economique,Petit,2024,4,2
ANO000012,2023-03-02,Beau Appartement Marrakech,marrakech,Targa,appartement,location,1692.3,105.56,3.0,3.0,1.0,2000.0,16.031640773020083,26.0,Economique,Moyen,2023,3,1
ANO000219,2024-10-07,Terrain 307m² Hay Essalam,kenitra,Hay Essalam,terrain,vente,1572007.94,307.11,0.0,0.0,0.0,2010.0,5118.712969294389,16.0,Haut Standing,Grand,2024,10,4
ANO000941,2024-11-29,Villa 317m² Oujda,oujda,Inconnu,villa,vente,2060558.3,317.61,5.0,3.0,0.0,2009.0,6487.699694593999,17.0,Haut Standing,Grand,2024,11,4
ANO001121,2024-06-08,Appartement moderne Tétouan,tétouan,M'diq,appartement,location,6154.67,42.82,2.0,1.0,1.0,1995.0,143.73353573096685,31.0,Economique,Petit,2024,6,2
ANO001247,2024-04-23,Bureau à vente - Tétouan,tétouan,Centre,bureau,vente,1051766.9,66.08,0.0,0.0,1.0,2004.0,15916.56930992736,22.0,Moyen,Petit,2024,4,2
ANO000906,1900-01-01,Appartement à vente - Fès,fès,Medina,appartement,vente,1159989.4,100.64,3.0,1.0,1.0,2013.0,11526.126788553258,13.0,Moyen,Moyen,1900,1,1
ANO000214,2024-02-27,Villa moderne Fès,fès,Ville Nouvelle,villa,vente,1552460.61,223.14,4.0,2.0,0.0,2024.0,6957.338935197635,2.0,Haut Standing,Grand,2024,2,1
ANO001026,2024-10-16,Appartement moderne Casablanca,casablanca,Non spécifié,appartement,location,3072.67,104.38,3.0,2.0,4.0,2008.0,29.437344318835027,18.0,Economique,Moyen,2024,10,4
ANO000864,2024-06-25,Appartement 115m² Centre,oujda,Centre,appartement,vente,542377.05,115.94,1.0,1.0,0.0,2006.0,4678.083922718648,20.0,Moyen,Moyen,2024,6,2
ANO001059,2024-08-27,Terrain moderne Tétouan,tétouan,Inconnu,terrain,vente,499334.89,209.71,0.0,0.0,0.0,1998.0,2381.0733393734204,28.0,Economique,Grand,2024,8,3
ANO001125,2023-09-14,Duplex 240m² Hay Mohammadi,agadir,Hay Mohammadi,duplex,vente,2670556.53,240.36,2.0,1.0,7.0,1996.0,11110.652895656514,30.0,Haut Standing,Grand,2023,9,3
ANO000476,2023-04-12,Appartement à vente - Rabat,rabat,Agdal,appartement,vente,1213457.36,136.41,3.0,2.0,1.0,1983.0,8895.662781321018,43.0,Moyen,Moyen,2023,4,2
ANO001440,2023-01-15,Beau Villa Meknès,meknès,Ville Nouvelle,villa,vente,2763954.5,262.36,4.0,2.0,0.0,2007.0,10534.969126391217,19.0,Haut Standing,Grand,2023,1,1
ANO001060,2023-10-10,Villa moderne Tanger,tanger,Inconnu,villa,vente,5247896.78,328.02,4.0,3.0,0.0,2014.0,15998.709773794282,12.0,Luxe,Grand,2023,10,4
ANO001147,2024-07-16,Appartement 92m² Hamria,meknès,Hamria,appartement,vente,395403.09,92.32,3.0,2.0,1.0,2011.0,4282.962413344888,15.0,Economique,Moyen,2024,7,3
ANO000995,2024-03-06,Bureau à vente - Fès,fès,Medina,bureau,vente,1492996.84,131.55,0.0,0.0,8.0,1975.0,11349.272824021284,51.0,Moyen,Moyen,2024,3,1
ANO000713,2023-05-28,Appartement 123m² Hivernage,marrakech,Hivernage,appartement,vente,562222.76,123.73,4.0,2.0,2.0,2008.0,4543.948597753172,18.0,Moyen,Moyen,2023,5,2
ANO000997,2024-01-24,Appartement moderne Casablanca,casablanca,Anfa,appartement,vente,414375.55,145.29,2.0,1.0,3.0,2022.0,2852.058297198706,4.0,Economique,Moyen,2024,1,1
ANO001312,2024-10-16,Villa moderne Casablanca,casablanca,Hay Mohammadi,villa,vente,7141269.98,254.81,4.0,3.0,0.0,2005.0,28025.862328794006,21.0,Luxe,Grand,2024,10,4
ANO000916,2024-01-20,Appartement 91m² Tétouan,tétouan,Inconnu,appartement,vente,514407.1,91.03,1.0,1.0,0.0,2000.0,5650.962320114248,26.0,Moyen,Moyen,2024,1,1
ANO000738,2024-02-22,Villa 320m² Anfa,casablanca,Anfa,villa,location,27627.09,320.59,4.0,3.0,0.0,1993.0,86.17576967466235,33.0,Economique,Grand,2024,2,1
ANO001192,2023-06-13,Appartement moderne Kenitra,kenitra,Inconnu,appartement,vente,573286.23,53.25,3.0,1.0,3.0,2012.0,10765.938591549295,14.0,Moyen,Petit,2023,6,2
ANO000080,2024-05-17,Beau Appartement Tanger,tanger,Inconnu,appartement,location,8298.33,68.46,4.0,2.0,3.0,2016.0,121.21428571428572,10.0,Economique,Petit,2024,5,2
ANO000374,2024-02-07,Appartement à vente - Kenitra,kenitra,Inconnu,appartement,vente,2420261.76,112.64,3.0,2.0,2.0,2019.0,21486.69886363636,7.0,Haut Standing,Moyen,2024,2,1
ANO000704,2024-03-10,Appartement moderne Rabat,rabat,Hay Riad,appartement,vente,2241274.97,71.4,3.0,1.0,5.0,2008.0,31390.40574229692,18.0,Haut Standing,Petit,2024,3,1
ANO000637,2024-07-01,Appartement à location - Casablanca,casablanca,Inconnu,appartement,location,1626.92,88.57,3.0,1.0,1.0,2024.0,18.368747883030373,2.0,Economique,Moyen,2024,7,3
ANO001205,2023-10-20,Appartement à vente - Agadir,agadir,Talborjt,appartement,vente,528508.81,94.9,2.0,2.0,1.0,2008.0,5569.112855637513,18.0,Moyen,Moyen,2023,10,4
ANO000230,2024-03-20,Appartement moderne Fès,fès,Ville Nouvelle,appartement,vente,1850071.68,102.77,3.0,1.0,1.0,2006.0,18002.05974506179,20.0,Haut Standing,Moyen,2024,3,1
ANO001196,2023-12-28,Beau Appartement Marrakech,marrakech,Targa,appartement,vente,1482596.95,67.61,2.0,2.0,0.0,2002.0,21928.66365922201,24.0,Moyen,Petit,2023,12,4
ANO000247,2024-06-17,Appartement 110m² Tétouan,tétouan,Inconnu,appartement,vente,749856.93,110.36,2.0,1.0,3.0,1995.0,6794.644164552375,31.0,Moyen,Moyen,2024,6,2
ANO000894,2023-05-03,Appartement à vente - Casablanca,casablanca,Anfa,appartement,vente,518386.21,101.98,2.0,2.0,0.0,1995.0,5083.214453814473,31.0,Moyen,Moyen,2023,5,2
ANO001168,2023-03-16,Appartement à vente - Tétouan,tétouan,Centre,appartement,vente,1749074.62,86.13,3.0,2.0,6.0,2010.0,20307.379774759087,16.0,Haut Standing,Moyen,2023,3,1
ANO001012,1900-01-01,Terrain 307m² Targa,marrakech,Targa,terrain,vente,505311.79,307.08,0.0,0.0,1.0,2013.0,1645.5379379966132,13.0,Moyen,Grand,1900,1,1
ANO000170,2024-01-26,Bureau 121m² Centre,kenitra,Centre,bureau,vente,854403.69,121.94,0.0,0.0,7.0,2003.0,7006.754879448909,23.0,Moyen,Moyen,2024,1,1
ANO000953,2023-04-08,Beau Terrain Casablanca,casablanca,Hay Mohammadi,terrain,vente,584624.33,272.34,0.0,0.0,1.0,2017.0,2146.6708158919,9.0,Moyen,Grand,2023,4,2
ANO000293,2024-08-29,Villa moderne Tétouan,tétouan,Centre,villa,location,7764.78,267.9,3.0,2.0,0.0,2009.0,28.98387458006719,17.0,Economique,Grand,2024,8,3
ANO001441,2023-11-28,Appartement 82m² Ville Nouvelle,fès,Ville Nouvelle,appartement,vente,1992050.55,82.32,2.0,2.0,6.0,2018.0,24198.86479591837,8.0,Haut Standing,Moyen,2023,11,4
ANO000562,2023-06-24,Beau Appartement Casablanca,casablanca,Inconnu,appartement,vente,2129743.71,55.52,3.0,1.0,1.0,2017.0,38359.93713976945,9.0,Haut Standing,Petit,2023,6,2
ANO001226,2024-02-11,Appartement moderne Marrakech,marrakech,Targa,appartement,vente,558744.89,86.83,3.0,1.0,2.0,2008.0,6434.929056777612,18.0,Moyen,Moyen,2024,2,1
ANO001392,2024-05-14,Beau Appartement Kenitra,kenitra,Hay Essalam,appartement,vente,434050.44,80.62,1.0,1.0,3.0,2013.0,5383.905234433143,13.0,Economique,Moyen,2024,5,2
ANO000835,2023-04-26,Bureau 95m² Fès,fès,Inconnu,bureau,vente,1067476.65,95.51,0.0,0.0,8.0,1983.0,11176.595644435136,43.0,Moyen,Moyen,2023,4,2
ANO001269,2024-03-04,Bureau moderne Meknès,meknès,Hamria,bureau,vente,842884.99,140.54,0.0,0.0,0.0,2010.0,5997.473957592145,16.0,Moyen,Moyen,2024,3,1
ANO000444,2024-10-21,Appartement moderne Casablanca,casablanca,Anfa,appartement,location,8959.89,123.27,20.0,13.0,1.0,2008.0,72.6850815283524,18.0,Economique,Moyen,2024,10,4
ANO001275,2023-01-03,Beau Villa Meknès,meknès,Hamria,villa,vente,2177553.48,264.6,4.0,2.0,0.0,2004.0,8229.604988662131,22.0,Haut Standing,Grand,2023,1,1
ANO001404,2024-10-25,Appartement 78m² Hay Qods,oujda,Hay Qods,appartement,vente,414873.52,78.59,2.0,1.0,6.0,2005.0,5278.960682020614,21.0,Economique,Petit,2024,10,4
ANO000573,2023-03-28,Villa à vente - Kenitra,kenitra,Centre,villa,vente,2365990.17,265.24,4.0,3.0,0.0,2015.0,8920.186133313226,11.0,Haut Standing,Grand,2023,3,1
ANO000420,2024-01-26,Terrain 215m² Hay Essalam,kenitra,Hay Essalam,terrain,vente,925705.7,215.4,0.0,0.0,0.0,2008.0,4297.61234911792,18.0,Moyen,Grand,2024,1,1
ANO000366,2024-09-12,Villa moderne Marrakech,marrakech,Inconnu,villa,location,23515.7,256.29,3.0,2.0,0.0,1994.0,91.75426274922938,32.0,Economique,Grand,2024,9,3
ANO001427,2024-06-28,Appartement moderne Tétouan,tétouan,Centre,appartement,location,7891.0,94.1,1.0,1.0,0.0,2024.0,83.8575982996812,2.0,Economique,Moyen,2024,6,2
ANO000931,2024-11-09,Appartement 71m² Hay Qods,oujda,Hay Qods,appartement,vente,2238011.79,71.06,1.0,1.0,7.0,2006.0,31494.67759639741,20.0,Haut Standing,Petit,2024,11,4
ANO001173,1900-01-01,Villa à vente - Oujda,oujda,Inconnu,villa,vente,1802221.47,283.95,5.0,2.0,0.0,2020.0,6346.967670364501,6.0,Haut Standing,Grand,1900,1,1
ANO000413,2023-06-24,Appartement 71m² Hivernage,marrakech,Hivernage,appartement,vente,2671080.33,71.16,2.0,1.0,5.0,2014.0,37536.26096121417,12.0,Haut Standing,Petit,2023,6,2
ANO000316,2024-03-26,Duplex 73m² Hay Riad,rabat,Hay Riad,duplex,vente,1157949.14,73.72,3.0,2.0,1.0,1989.0,15707.394736842105,37.0,Moyen,Petit,2024,3,1
ANO001062,2023-10-25,Appartement moderne Tanger,tanger,Inconnu,appartement,location,2041.22,65.5,2.0,1.0,0.0,2020.0,31.163664122137405,6.0,Economique,Petit,2023,10,4
ANO001233,2023-02-20,Beau Terrain Meknès,meknès,Ville Nouvelle,terrain,vente,628476.19,339.91,0.0,0.0,0.0,2017.0,1848.9488099791117,9.0,Moyen,Grand,2023,2,1
ANO000643,2023-01-26,Villa 227m² Oujda,oujda,Inconnu,villa,vente,934856.24,227.12,5.0,2.0,1.0,2008.0,4116.133497710462,18.0,Moyen,Grand,2023,1,1
ANO001135,1900-01-01,Terrain moderne Kenitra,kenitra,Inconnu,terrain,location,3434.58,288.14,0.0,0.0,0.0,2013.0,11.919830637884361,13.0,Economique,Grand,1900,1,1
ANO000490,2024-07-04,Appartement 55m² Maarif,casablanca,Maarif,appartement,location,2389.44,55.1,2.0,2.0,1.0,2006.0,43.36551724137931,20.0,Economique,Petit,2024,7,3
ANO000672,1900-01-01,Villa à vente - Marrakech,marrakech,Hivernage,villa,vente,4590145.35,316.36,5.0,1.0,0.0,2008.0,14509.246902263243,18.0,Luxe,Grand,1900,1,1
ANO000867,1900-01-01,Appartement 72m² Centre,agadir,Centre,appartement,vente,2480031.58,72.7,2.0,2.0,1.0,1994.0,34113.22668500688,32.0,Haut Standing,Petit,1900,1,1
ANO001473,2023-09-18,Appartement moderne Casablanca,casablanca,Bourgogne,appartement,vente,2104826.72,36.26,3.0,2.0,6.0,2008.0,58048.17209045781,18.0,Haut Standing,Petit,2023,9,3
ANO000449,1900-01-01,Bureau à vente - Marrakech,marrakech,Medina,bureau,vente,1579821.65,60.6,0.0,0.0,3.0,1989.0,26069.66419141914,37.0,Haut Standing,Petit,1900,1,1
ANO001025,2023-05-06,Appartement 125m² Zouagha,fès,Zouagha,appartement,location,8323.73,125.8,4.0,3.0,5.0,1989.0,66.16637519872813,37.0,Economique,Moyen,2023,5,2
ANO000728,2023-07-01,Villa 235m² Centre,kenitra,Centre,villa,vente,5463831.87,235.57,3.0,2.0,0.0,2008.0,23194.090376533517,18.0,Luxe,Grand,2023,7,3
ANO000069,2023-12-11,Beau Appartement Tétouan,tétouan,Centre,appartement,location,5795.73,61.55,2.0,1.0,8.0,2014.0,94.1629569455727,12.0,Economique,Petit,2023,12,4
ANO001189,1900-01-01,Beau Appartement Tétouan,tétouan,M'diq,appartement,vente,2383354.33,86.29,2.0,2.0,1.0,2011.0,27620.2842739599,15.0,Haut Standing,Moyen,1900,1,1
ANO001053,2024-04-17,Appartement 87m² Hay Qods,oujda,Hay Qods,appartement,vente,1505029.34,87.74,3.0,1.0,2.0,2020.0,17153.2863004331,6.0,Haut Standing,Moyen,2024,4,2
ANO000056,2024-10-28,Beau Appartement Kenitra,kenitra,Centre,appartement,location,2398.13,105.55,3.0,2.0,3.0,2024.0,22.72032212221696,2.0,Economique,Moyen,2024,10,4
ANO000880,2023-05-02,Bureau à location - Casablanca,casablanca,Bourgogne,bureau,location,6306.1,78.7,0.0,0.0,4.0,2005.0,80.12833545108005,21.0,Economique,Petit,2023,5,2
ANO001328,2024-09-04,Beau Bureau Agadir,agadir,Centre,bureau,vente,1856245.83,246.08,0.0,0.0,8.0,2001.0,7543.261662873862,25.0,Haut Standing,Grand,2024,9,3
ANO000328,2023-09-02,Terrain à vente - Rabat,rabat,Hassan,terrain,vente,927637.27,183.96,0.0,0.0,0.0,1999.0,5042.6031202435315,27.0,Moyen,Grand,2023,9,3
ANO000048,2023-05-21,Appartement 44m² Rabat,rabat,Inconnu,appartement,location,2827.43,44.81,4.0,3.0,0.0,2002.0,63.09819236777504,24.0,Economique,Petit,2023,5,2
ANO001030,2024-09-13,Terrain 65m² Maarif,casablanca,Maarif,terrain,vente,1165691.24,65.87,0.0,0.0,0.0,2008.0,17696.845908607862,18.0,Moyen,Petit,2024,9,3
ANO001096,2024-05-12,Beau Bureau Meknès,meknès,Hamria,inconnu,vente,1801367.93,106.8,3.0,0.0,1.0,2008.0,16866.740917602998,18.0,Haut Standing,Moyen,2024,5,2
ANO000158,2024-08-26,Terrain 118m² Tanger,tanger,Inconnu,terrain,vente,109423.65,118.18,0.0,0.0,0.0,2020.0,925.906667794889,6.0,Economique,Moyen,2024,8,3
ANO001050,2023-07-07,Appartement à location - Fès,fès,Inconnu,appartement,location,1858.16,82.23,2.0,1.0,3.0,1986.0,22.59710567919251,40.0,Economique,Moyen,2023,7,3
ANO000383,2023-01-09,Beau Appartement Kenitra,kenitra,Inconnu,appartement,vente,1561489.97,49.0,2.0,1.0,4.0,2022.0,31867.142244897957,4.0,Haut Standing,Petit,2023,1,1
ANO000357,2023-12-09,Beau Duplex Marrakech,marrakech,Targa,duplex,location,320000.0,167.33,3.0,2.0,1.0,2009.0,1912.3886930018525,17.0,Economique,Grand,2023,12,4
ANO001198,2024-01-28,Appartement 142m² Centre,kenitra,Centre,appartement,vente,2241648.36,142.59,3.0,1.0,3.0,1998.0,15720.936671575846,28.0,Haut Standing,Moyen,2024,1,1
ANO000571,1900-01-01,Bureau moderne Rabat,rabat,Hay Riad,bureau,location,6571.33,115.18,0.0,0.0,7.0,1967.0,57.052700121548874,59.0,Economique,Moyen,1900,1,1
ANO000461,2023-12-12,Appartement moderne Oujda,oujda,Inconnu,appartement,vente,631351.1,72.8,2.0,2.0,5.0,2024.0,8672.40521978022,2.0,Moyen,Petit,2023,12,4
ANO001478,2024-04-16,Beau Appartement Rabat,rabat,Souissi,appartement,vente,282343.84,90.67,3.0,2.0,1.0,1991.0,3113.9719863240325,35.0,Economique,Moyen,2024,4,2
ANO000025,2023-05-22,Villa moderne Marrakech,marrakech,Hivernage,villa,vente,2182086.98,375.17,4.0,2.0,0.0,1989.0,5816.261907935069,37.0,Haut Standing,Grand,2023,5,2
ANO000038,2024-11-21,Duplex 153m² Centre,tétouan,Centre,duplex,vente,1784091.67,153.01,3.0,2.0,4.0,2024.0,11659.967779883667,2.0,Haut Standing,Grand,2024,11,4
ANO000801,2024-11-16,Beau Villa Agadir,agadir,Centre,villa,vente,1839131.22,264.15,5.0,2.0,0.0,2005.0,6962.45019875071,21.0,Haut Standing,Grand,2024,11,4
ANO001415,2024-12-20,Terrain moderne Fès,fès,Ville Nouvelle,terrain,location,2492.13,383.84,0.0,0.0,1.0,2000.0,6.492627136306795,26.0,Economique,Grand,2024,12,4
ANO001131,2023-11-18,Duplex à location - Fès,fès,Ville Nouvelle,duplex,location,3415.21,109.86,3.0,1.0,7.0,1998.0,31.08692881849627,28.0,Economique,Moyen,2023,11,4
ANO001022,2023-11-02,Appartement 47m² Gueliz,marrakech,Gueliz,appartement,vente,486480.15,47.14,3.0,2.0,6.0,2012.0,10319.90135765804,14.0,Economique,Petit,2023,11,4
ANO000397,2024-08-05,Appartement 60m² Oujda,oujda,Inconnu,appartement,vente,616006.25,60.79,3.0,2.0,3.0,2010.0,10133.348412567857,16.0,Moyen,Petit,2024,8,3
ANO000939,2024-02-02,Appartement moderne Agadir,agadir,Inconnu,appartement,vente,2733022.82,105.35,2.0,2.0,3.0,2013.0,25942.314380635977,13.0,Haut Standing,Moyen,2024,2,1
ANO000849,2023-03-03,Beau Appartement Casablanca,casablanca,Maarif,appartement,inconnu,2970686.59,95.82,2.0,1.0,0.0,1979.0,31002.782195783762,47.0,Haut Standing,Moyen,2023,3,1
ANO000498,2024-07-12,Appartement à vente - Agadir,agadir,Centre,appartement,vente,856983.91,70.89,3.0,2.0,1.0,2011.0,12088.925236281564,15.0,Moyen,Petit,2024,7,3
ANO000714,2024-05-09,Bureau moderne Rabat,rabat,Hassan,bureau,vente,612989.89,126.59,0.0,0.0,5.0,2000.0,4842.324749190299,26.0,Moyen,Moyen,2024,5,2
ANO000984,2024-10-03,Villa à location - Casablanca,casablanca,Bourgogne,villa,location,5539.05,346.48,4.0,3.0,0.0,2011.0,15.986637035326714,15.0,Economique,Grand,2024,10,4
ANO001265,2023-02-27,Villa à location - Tanger,tanger,Centre Ville,villa,location,9314.4,230.75,4.0,2.0,1.0,2010.0,40.365763813651135,16.0,Economique,Grand,2023,2,1
ANO000226,2024-01-23,Villa moderne Tanger,tanger,Inconnu,villa,vente,4833274.97,161.15,4.0,3.0,0.0,2024.0,29992.398200434374,2.0,Luxe,Grand,2024,1,1
ANO000288,2023-01-15,Terrain à vente - Marrakech,marrakech,Medina,terrain,vente,345276.77,485.7,3.0,0.0,0.0,2024.0,710.8848466131358,2.0,Economique,Grand,2023,1,1
ANO000804,2023-05-13,Bureau à vente - Fès,fès,Medina,bureau,vente,740694.68,152.75,0.0,0.0,2.0,2008.0,4849.065008183306,18.0,Moyen,Grand,2023,5,2
ANO001132,2024-12-30,Appartement 134m² Meknès,meknès,Inconnu,appartement,vente,540920.13,134.31,3.0,2.0,2.0,2008.0,4027.4002680366316,18.0,Moyen,Moyen,2024,12,4
ANO000975,2024-10-15,Terrain moderne Casablanca,casablanca,Hay Mohammadi,terrain,location,2966.36,292.3,0.0,1.0,0.0,2001.0,10.1483407458091,25.0,Economique,Grand,2024,10,4
ANO000431,2024-03-11,Villa moderne Marrakech,marrakech,Gueliz,villa,vente,6582867.91,449.44,4.0,2.0,0.0,2009.0,14646.82251245995,17.0,Luxe,Grand,2024,3,1
ANO000640,2024-11-09,Beau Appartement Tanger,tanger,Malabata,appartement,location,1901.99,80.8,3.0,2.0,1.0,2006.0,23.539480198019803,20.0,Economique,Moyen,2024,11,4
ANO000859,1900-01-01,Appartement à vente - Casablanca,casablanca,Inconnu,appartement,vente,864495.17,57.2,2.0,2.0,4.0,2021.0,15113.551923076922,5.0,Moyen,Petit,1900,1,1
ANO000687,2024-10-31,Villa 265m² Ain Diab,casablanca,Ain Diab,villa,vente,6393841.99,265.49,4.0,2.0,0.0,2012.0,24083.174469848203,14.0,Luxe,Grand,2024,10,4
ANO000805,2023-11-09,Appartement moderne Tétouan,tétouan,Inconnu,appartement,vente,415294.62,62.06,3.0,1.0,2.0,2018.0,6691.824363519175,8.0,Economique,Petit,2023,11,4
ANO001448,2023-02-24,Villa 405m² Meknès,meknès,Inconnu,villa,vente,6287846.6,405.87,4.0,2.0,1.0,2008.0,15492.267474807204,18.0,Luxe,Grand,2023,2,1
ANO000901,2023-05-10,Beau Appartement Rabat,rabat,Hay Riad,appartement,vente,2154723.41,112.27,4.0,3.0,2.0,2024.0,19192.33463970785,2.0,Haut Standing,Moyen,2023,5,2
ANO001435,2024-03-15,Beau Appartement Fès,fès,Zouagha,appartement,location,6441.41,102.59,3.0,3.0,2.0,2008.0,62.78789355687689,18.0,Economique,Moyen,2024,3,1
ANO001324,2024-11-20,Villa à vente - Tanger,tanger,Iberia,villa,vente,2845322.23,218.22,4.0,3.0,0.0,2001.0,13038.778434607277,25.0,Haut Standing,Grand,2024,11,4
ANO000198,2023-10-11,Bureau à vente - Fès,fès,Zouagha,bureau,vente,1008937.02,139.16,0.0,0.0,2.0,2008.0,7250.19416498994,18.0,Moyen,Moyen,2023,10,4
ANO001174,2024-02-16,Bureau moderne Tanger,tanger,Iberia,bureau,location,1253.09,140.11,0.0,0.0,2.0,1990.0,8.943615730497465,36.0,Economique,Moyen,2024,2,1
ANO000385,2023-01-07,Villa 144m² Ville Nouvelle,fès,Ville Nouvelle,villa,vente,1880519.13,144.15,4.0,2.0,0.0,2024.0,13045.571488033298,2.0,Haut Standing,Moyen,2023,1,1
ANO000070,2023-07-18,Appartement à vente - Fès,fès,Inconnu,appartement,vente,611654.31,97.88,3.0,1.0,5.0,2024.0,6249.022374335922,2.0,Moyen,Moyen,2023,7,3
ANO000459,2023-04-23,Terrain moderne Casablanca,casablanca,Hay Mohammadi,terrain,location,4965.4,274.88,0.0,0.0,0.0,1989.0,18.063882421420256,37.0,Economique,Grand,2023,4,2
ANO000139,2024-08-10,Appartement moderne Rabat,rabat,Ocean,appartement,location,2359.51,66.29,4.0,2.0,3.0,2008.0,35.59375471413486,18.0,Economique,Petit,2024,8,3
ANO000141,2023-07-20,Appartement moderne Kenitra,kenitra,Centre,appartement,location,3189.16,128.88,20.0,10.0,4.0,2008.0,24.745189323401615,18.0,Economique,Moyen,2023,7,3
ANO000533,2024-02-23,Appartement à vente - Oujda,oujda,Hay Qods,appartement,vente,624298.51,136.44,4.0,2.0,0.0,2010.0,4575.626722368807,16.0,Moyen,Moyen,2024,2,1
ANO001144,2024-03-10,Villa moderne Fès,fès,Ville Nouvelle,villa,vente,2750661.48,287.32,5.0,3.0,1.0,2020.0,9573.51204232215,6.0,Haut Standing,Grand,2024,3,1
ANO000730,2024-09-21,Terrain à vente - Agadir,agadir,Centre,terrain,vente,720004.3,248.49,0.0,0.0,0.0,2014.0,2897.5182099883295,12.0,Moyen,Grand,2024,9,3
ANO001164,2024-10-07,Villa moderne Agadir,agadir,Centre,villa,vente,3603601.25,223.84,3.0,3.0,0.0,2008.0,16099.004869549679,18.0,Luxe,Grand,2024,10,4
ANO001007,2023-03-30,Beau Appartement Casablanca,casablanca,Bourgogne,appartement,inconnu,1983.44,98.79,1.0,1.0,3.0,2018.0,20.07733576272902,8.0,Economique,Moyen,2023,3,1
ANO000676,2023-04-20,Bureau à location - Casablanca,casablanca,Maarif,bureau,location,5094.16,192.02,0.0,0.0,1.0,2018.0,26.52931986251432,8.0,Economique,Grand,2023,4,2
ANO000337,2024-04-09,Beau Appartement Oujda,oujda,Centre,appartement,location,9679.28,71.62,1.0,1.0,10.0,2020.0,135.14772409941358,6.0,Economique,Petit,2024,4,2
ANO000574,2023-03-22,Appartement 97m² Zouagha,fès,Zouagha,appartement,vente,1825805.45,97.83,3.0,2.0,8.0,2008.0,18663.042522743533,18.0,Haut Standing,Moyen,2023,3,1
ANO001263,2023-07-02,Villa moderne Meknès,meknès,Ville Nouvelle,villa,vente,6474537.48,179.18,5.0,2.0,0.0,2011.0,36134.26431521375,15.0,Luxe,Grand,2023,7,3
